PAKKAUSNRO;AINETUN;AINENIMI
200255;8640;Rivaroxabanum
200256;8640;Rivaroxabanum
200257;8640;Rivaroxabanum
200258;8640;Rivaroxabanum
200259;8640;Rivaroxabanum
200261;8640;Rivaroxabanum
200262;8640;Rivaroxabanum
200263;8640;Rivaroxabanum
200264;8640;Rivaroxabanum
200265;8640;Rivaroxabanum
200266;8640;Rivaroxabanum
200267;8640;Rivaroxabanum
200268;8640;Rivaroxabanum
200269;8640;Rivaroxabanum
200270;8640;Rivaroxabanum
200278;8640;Rivaroxabanum
200288;8640;Rivaroxabanum
200292;13137;Pantoprazole sodium sesquihydrate
200293;13137;Pantoprazole sodium sesquihydrate
200294;2884;Metformini hydrochloridum
200294;11359;Sitagliptinum hydrochloridum monohydricum
200295;2884;Metformini hydrochloridum
200295;11359;Sitagliptinum hydrochloridum monohydricum
200296;2884;Metformini hydrochloridum
200296;11359;Sitagliptinum hydrochloridum monohydricum
200297;2884;Metformini hydrochloridum
200297;11359;Sitagliptinum hydrochloridum monohydricum
200298;2884;Metformini hydrochloridum
200298;11359;Sitagliptinum hydrochloridum monohydricum
200299;2884;Metformini hydrochloridum
200299;11359;Sitagliptinum hydrochloridum monohydricum
200300;2884;Metformini hydrochloridum
200300;11359;Sitagliptinum hydrochloridum monohydricum
200301;2884;Metformini hydrochloridum
200301;11359;Sitagliptinum hydrochloridum monohydricum
200302;2884;Metformini hydrochloridum
200302;11359;Sitagliptinum hydrochloridum monohydricum
200303;2884;Metformini hydrochloridum
200303;11359;Sitagliptinum hydrochloridum monohydricum
200304;2884;Metformini hydrochloridum
200304;11359;Sitagliptinum hydrochloridum monohydricum
200305;2884;Metformini hydrochloridum
200305;11359;Sitagliptinum hydrochloridum monohydricum
200306;2884;Metformini hydrochloridum
200306;11359;Sitagliptinum hydrochloridum monohydricum
200307;2884;Metformini hydrochloridum
200307;11359;Sitagliptinum hydrochloridum monohydricum
200308;2884;Metformini hydrochloridum
200308;11359;Sitagliptinum hydrochloridum monohydricum
200309;2884;Metformini hydrochloridum
200309;11359;Sitagliptinum hydrochloridum monohydricum
200310;8298;Ketotifeni fumaras
200311;13137;Pantoprazole sodium sesquihydrate
200312;13137;Pantoprazole sodium sesquihydrate
200313;13137;Pantoprazole sodium sesquihydrate
200314;13137;Pantoprazole sodium sesquihydrate
200315;10655;Opicaponum
200316;10655;Opicaponum
200317;10655;Opicaponum
200318;10655;Opicaponum
200319;3535;Oxcarbazepinum
200320;2050;Fluticasoni propionas
200321;3546;Oxycodoni hydrochloridum
200322;3546;Oxycodoni hydrochloridum
200323;3546;Oxycodoni hydrochloridum
200324;3546;Oxycodoni hydrochloridum
200325;3546;Oxycodoni hydrochloridum
200326;3546;Oxycodoni hydrochloridum
200328;3546;Oxycodoni hydrochloridum
200332;3546;Oxycodoni hydrochloridum
200333;10655;Opicaponum
200334;10655;Opicaponum
200335;10655;Opicaponum
200336;10655;Opicaponum
200337;10655;Opicaponum
200338;10655;Opicaponum
200339;9852;Abirateroni acetas
200340;9852;Abirateroni acetas
200341;9852;Abirateroni acetas
200342;9852;Abirateroni acetas
200343;9852;Abirateroni acetas
200345;11246;Siponimodum fumaricum acidum
200347;11246;Siponimodum fumaricum acidum
200348;12047;Tezepelumabum
200349;8640;Rivaroxabanum
200350;8640;Rivaroxabanum
200351;8640;Rivaroxabanum
200352;8640;Rivaroxabanum
200353;8640;Rivaroxabanum
200354;8640;Rivaroxabanum
200355;8640;Rivaroxabanum
200356;8640;Rivaroxabanum
200360;8640;Rivaroxabanum
200361;8640;Rivaroxabanum
200362;8640;Rivaroxabanum
200363;8640;Rivaroxabanum
200365;8640;Rivaroxabanum
200366;8640;Rivaroxabanum
200367;8640;Rivaroxabanum
200368;8640;Rivaroxabanum
200369;8640;Rivaroxabanum
200370;8640;Rivaroxabanum
200371;8640;Rivaroxabanum
200372;8640;Rivaroxabanum
200373;8640;Rivaroxabanum
200374;8640;Rivaroxabanum
200375;8640;Rivaroxabanum
200376;8640;Rivaroxabanum
200377;8640;Rivaroxabanum
200378;8640;Rivaroxabanum
200379;8640;Rivaroxabanum
200380;8640;Rivaroxabanum
200381;8640;Rivaroxabanum
200382;8640;Rivaroxabanum
200383;8640;Rivaroxabanum
200384;8640;Rivaroxabanum
200385;8640;Rivaroxabanum
200386;8640;Rivaroxabanum
200387;8640;Rivaroxabanum
200388;8640;Rivaroxabanum
200389;8640;Rivaroxabanum
200390;8640;Rivaroxabanum
200391;8640;Rivaroxabanum
200392;8640;Rivaroxabanum
200393;8640;Rivaroxabanum
200394;8640;Rivaroxabanum
200395;8640;Rivaroxabanum
200396;8640;Rivaroxabanum
200397;8640;Rivaroxabanum
200398;8640;Rivaroxabanum
200399;8640;Rivaroxabanum
200400;8640;Rivaroxabanum
200401;8640;Rivaroxabanum
200402;8640;Rivaroxabanum
200403;8640;Rivaroxabanum
200404;8640;Rivaroxabanum
200411;9308;Pirfenidonum
200412;9308;Pirfenidonum
200413;9308;Pirfenidonum
200418;9308;Pirfenidonum
200420;9308;Pirfenidonum
200422;9308;Pirfenidonum
200423;9308;Pirfenidonum
200424;9308;Pirfenidonum
200425;9308;Pirfenidonum
200427;5935;Insulinum aspartatum
200428;5935;Insulinum aspartatum
200429;11417;Icatibantum acetas
200452;375;Ambroxoli hydrochloridum
200462;7800;Adalimumabum
200463;7800;Adalimumabum
200464;11241;Larotrectinibi sulfas
200465;11241;Larotrectinibi sulfas
200470;1217;Codeini phosphas hemihydricus
200470;3584;Paracetamolum
200471;1217;Codeini phosphas hemihydricus
200471;3584;Paracetamolum
200472;1217;Codeini phosphas hemihydricus
200472;3584;Paracetamolum
200473;8841;Buprenorphinum
200474;8841;Buprenorphinum
200475;8841;Buprenorphinum
200476;8841;Buprenorphinum
200477;8841;Buprenorphinum
200478;8841;Buprenorphinum
200480;3584;Paracetamolum
200481;3584;Paracetamolum
200482;3584;Paracetamolum
200483;3584;Paracetamolum
200484;3584;Paracetamolum
200485;3584;Paracetamolum
200486;3584;Paracetamolum
200487;3584;Paracetamolum
200488;3584;Paracetamolum
200489;3584;Paracetamolum
200490;3584;Paracetamolum
200495;2160;Glycopyrronii bromidum
200495;3273;Neostigmini metilsulfas
200496;9337;Cabazitaxelum
200497;9337;Cabazitaxelum
200535;375;Ambroxoli hydrochloridum
200536;10967;Niraparibum tosylatum monohydricum
200537;10967;Niraparibum tosylatum monohydricum
200576;5574;Lanreotidi acetas
200594;5935;Insulinum aspartatum
200595;5935;Insulinum aspartatum
200596;5935;Insulinum aspartatum
200598;5574;Lanreotidi acetas
200599;5574;Lanreotidi acetas
200600;7902;Emtricitabinum
200600;10111;Cobicistatum
200600;10124;Elvitegravirum
200600;10661;Tenofovirum alafenamidum
200601;7902;Emtricitabinum
200601;10111;Cobicistatum
200601;10124;Elvitegravirum
200601;10661;Tenofovirum alafenamidum
200602;5935;Insulinum aspartatum
200603;11376;Somapacitanum
200604;11376;Somapacitanum
200619;1396;Dexamethasoni natrii phosphas
200621;2050;Fluticasoni propionas
200622;10648;Abacavirum
200623;10648;Abacavirum
200624;10648;Abacavirum
200625;10648;Abacavirum
200626;5681;Lactulosi solutio
200627;5681;Lactulosi solutio
200628;5681;Lactulosi solutio
200629;5681;Lactulosi solutio
200630;5681;Lactulosi solutio
200632;10081;Dimethylis fumaras
200633;9308;Pirfenidonum
200634;9308;Pirfenidonum
200635;9308;Pirfenidonum
200636;9308;Pirfenidonum
200637;9308;Pirfenidonum
200638;9308;Pirfenidonum
200639;9308;Pirfenidonum
200640;9308;Pirfenidonum
200642;10081;Dimethylis fumaras
200645;9308;Pirfenidonum
200649;9308;Pirfenidonum
200651;11359;Sitagliptinum hydrochloridum monohydricum
200652;11359;Sitagliptinum hydrochloridum monohydricum
200653;11359;Sitagliptinum hydrochloridum monohydricum
200654;11359;Sitagliptinum hydrochloridum monohydricum
200655;11359;Sitagliptinum hydrochloridum monohydricum
200656;11359;Sitagliptinum hydrochloridum monohydricum
200657;11359;Sitagliptinum hydrochloridum monohydricum
200658;11359;Sitagliptinum hydrochloridum monohydricum
200659;11359;Sitagliptinum hydrochloridum monohydricum
200660;11359;Sitagliptinum hydrochloridum monohydricum
200661;12059;Maribavir
200662;12059;Maribavir
200667;5935;Insulinum aspartatum
200668;5935;Insulinum aspartatum
200669;5935;Insulinum aspartatum
200682;12060;Faricimabum
200683;2682;Losartanum kalicum
200684;759;Budesonidum
200707;2967;Mexiletini hydrochloridum
200708;2967;Mexiletini hydrochloridum
200709;2967;Mexiletini hydrochloridum
200710;8360;Vildagliptinum
200711;8131;Hexaminolevulinas hydrochloridum
200712;11203;Avatrombopagum maleas
200713;8466;Tafluprostum
200714;8466;Tafluprostum
200715;6436;Desloratadinum
200716;2017;Fluconazolum
200725;4180;Risperidonum
200726;4180;Risperidonum
200727;4180;Risperidonum
200728;12073;Dorzolamide hydrochloride
200729;12073;Dorzolamide hydrochloride
200730;12073;Dorzolamide hydrochloride
200761;4632;Timololi maleas
200761;12073;Dorzolamide hydrochloride
200762;4632;Timololi maleas
200762;12073;Dorzolamide hydrochloride
200763;4632;Timololi maleas
200763;12073;Dorzolamide hydrochloride
200764;3584;Paracetamolum
200765;3584;Paracetamolum
200766;3584;Paracetamolum
200767;3584;Paracetamolum
200768;3584;Paracetamolum
200769;7904;Duloxetini hydrochloridum
200773;8309;Fesoterodini fumaras
200774;8309;Fesoterodini fumaras
200775;8309;Fesoterodini fumaras
200776;8309;Fesoterodini fumaras
200777;8309;Fesoterodini fumaras
200779;8309;Fesoterodini fumaras
200782;4632;Timololi maleas
200782;7308;Bimatoprostum
200783;4632;Timololi maleas
200783;7308;Bimatoprostum
200792;9852;Abirateroni acetas
200793;9852;Abirateroni acetas
200795;9852;Abirateroni acetas
200796;9852;Abirateroni acetas
200797;9852;Abirateroni acetas
200798;9852;Abirateroni acetas
200799;9852;Abirateroni acetas
200800;9852;Abirateroni acetas
200801;9852;Abirateroni acetas
200802;9852;Abirateroni acetas
200803;9852;Abirateroni acetas
200804;9852;Abirateroni acetas
200805;9852;Abirateroni acetas
200806;9852;Abirateroni acetas
200807;9852;Abirateroni acetas
200808;9852;Abirateroni acetas
200812;7308;Bimatoprostum
200813;7308;Bimatoprostum
200816;12516;Tozinameran
200817;12516;Tozinameran
200819;2260;Hydrocortisoni natrii succinas
200822;7777;Methylphenidati hydrochloridum
200823;7777;Methylphenidati hydrochloridum
200824;7777;Methylphenidati hydrochloridum
200825;7777;Methylphenidati hydrochloridum
200854;9980;Rifaximinum
200871;5669;Levofloxacini hemihydricum
200875;7902;Emtricitabinum
200875;10961;Tenofoviri alafenamidi fumaras
200875;12151;Bictegravir sodium
200876;7902;Emtricitabinum
200876;10961;Tenofoviri alafenamidi fumaras
200876;12151;Bictegravir sodium
200910;9308;Pirfenidonum
200911;9308;Pirfenidonum
200912;9308;Pirfenidonum
200913;9308;Pirfenidonum
200914;9308;Pirfenidonum
200915;9308;Pirfenidonum
200916;9308;Pirfenidonum
200917;9308;Pirfenidonum
200918;9308;Pirfenidonum
200919;9308;Pirfenidonum
200920;9852;Abirateroni acetas
200921;9308;Pirfenidonum
200922;9308;Pirfenidonum
200923;9308;Pirfenidonum
200924;9308;Pirfenidonum
200925;2846;Menotropinum
200927;6705;Bupropioni hydrochloridum
200928;6705;Bupropioni hydrochloridum
200929;6705;Bupropioni hydrochloridum
200930;11148;Sunitinibum
200931;11148;Sunitinibum
200932;11148;Sunitinibum
200933;11148;Sunitinibum
200934;11148;Sunitinibum
200935;11148;Sunitinibum
200936;11148;Sunitinibum
200937;11148;Sunitinibum
200947;5947;Etonogestrelum
200948;7180;Levosimendanum
200949;5306;Lamivudinum
200949;10679;Abacaviri hydrochloridum
200950;5306;Lamivudinum
200950;10679;Abacaviri hydrochloridum
200951;5306;Lamivudinum
200951;10679;Abacaviri hydrochloridum
200952;5306;Lamivudinum
200952;10679;Abacaviri hydrochloridum
200953;5306;Lamivudinum
200953;10679;Abacaviri hydrochloridum
200955;10160;Enzalutamidum
200956;10160;Enzalutamidum
200957;10160;Enzalutamidum
200958;5376;Mercaptamini bitartras
200959;5376;Mercaptamini bitartras
200960;4640;Tinzaparinum natricum
200961;4640;Tinzaparinum natricum
200962;12153;Berotralstat
200971;7524;Frovatriptani succinas monohydricus
200972;7524;Frovatriptani succinas monohydricus
200973;5633;Candesartanum cilexetilum
200974;5633;Candesartanum cilexetilum
200975;5633;Candesartanum cilexetilum
200976;7524;Frovatriptani succinas monohydricus
200977;7524;Frovatriptani succinas monohydricus
200978;7524;Frovatriptani succinas monohydricus
200979;7524;Frovatriptani succinas monohydricus
200989;3782;Piperacillinum natricum
200989;4513;Tazobactamum natricum
200990;12154;Asciminib hydrochloride 
200991;12154;Asciminib hydrochloride 
200992;3782;Piperacillinum natricum
200992;4513;Tazobactamum natricum
200993;3782;Piperacillinum natricum
200993;4513;Tazobactamum natricum
200994;3782;Piperacillinum natricum
200994;4513;Tazobactamum natricum
200995;3782;Piperacillinum natricum
200995;4513;Tazobactamum natricum
200996;3118;Natrii chondroitini sulfas
200997;12154;Asciminib hydrochloride 
200998;12154;Asciminib hydrochloride 
200999;11033;Tildrakizumabum
201001;2823;Meclozini dihydrochloridum
201002;12157;Mitapivati sulfas
201003;12157;Mitapivati sulfas
201004;13137;Pantoprazole sodium sesquihydrate
201005;13137;Pantoprazole sodium sesquihydrate
201006;12157;Mitapivati sulfas
201009;12157;Mitapivati sulfas
201012;9832;Voclosporinum
201013;11211;Risankizumabum
201014;10621;Nivolumabum
201015;11287;Selinexorum
201016;2861;Meropenemum trihydricum
201017;2861;Meropenemum trihydricum
201018;2861;Meropenemum trihydricum
201019;2861;Meropenemum trihydricum
201020;9256;Fingolimodi hydrochloridum
201021;9256;Fingolimodi hydrochloridum
201022;5326;Octreotidi acetas
201023;11376;Somapacitanum
201024;11404;Valoctocogenum roxaparvovecum
201026;11138;Sorafenibum tosylatum
201028;2682;Losartanum kalicum
201029;2682;Losartanum kalicum
201030;2682;Losartanum kalicum
201031;2682;Losartanum kalicum
201032;2682;Losartanum kalicum
201035;759;Budesonidum
201036;759;Budesonidum
201037;759;Budesonidum
201038;12070;Lenalidomide hydrochloride monohydrate
201039;12070;Lenalidomide hydrochloride monohydrate
201040;12070;Lenalidomide hydrochloride monohydrate
201041;12070;Lenalidomide hydrochloride monohydrate
201042;12070;Lenalidomide hydrochloride monohydrate
201043;12070;Lenalidomide hydrochloride monohydrate
201044;12070;Lenalidomide hydrochloride monohydrate
201045;12070;Lenalidomide hydrochloride monohydrate
201046;12070;Lenalidomide hydrochloride monohydrate
201047;12070;Lenalidomide hydrochloride monohydrate
201048;12070;Lenalidomide hydrochloride monohydrate
201049;12070;Lenalidomide hydrochloride monohydrate
201050;12070;Lenalidomide hydrochloride monohydrate
201051;12070;Lenalidomide hydrochloride monohydrate
201052;12167;Sars-Cov-2 prefusion spike delta TM protein, recombinant
201053;4227;Remifentanili hydrochloridum
201054;4227;Remifentanili hydrochloridum
201055;4227;Remifentanili hydrochloridum
201070;8743;Prasugreli hydrochloridum
201072;4057;Protamini sulfas
201073;5994;Trastuzumabum
201074;5955;Etanerceptum
201075;5306;Lamivudinum
201076;5955;Etanerceptum
201077;1673;Enoxaparinum natricum
201078;7800;Adalimumabum
201079;60;Acetazolamidum
201136;10946;Dexmedetomidini hydrochloridum
201137;10946;Dexmedetomidini hydrochloridum
201138;10946;Dexmedetomidini hydrochloridum
201139;10946;Dexmedetomidini hydrochloridum
201140;10946;Dexmedetomidini hydrochloridum
201141;10946;Dexmedetomidini hydrochloridum
201142;10946;Dexmedetomidini hydrochloridum
201143;10946;Dexmedetomidini hydrochloridum
201144;10946;Dexmedetomidini hydrochloridum
201145;10946;Dexmedetomidini hydrochloridum
201146;10946;Dexmedetomidini hydrochloridum
201147;8640;Rivaroxabanum
201148;8640;Rivaroxabanum
201149;8640;Rivaroxabanum
201155;8640;Rivaroxabanum
201156;8640;Rivaroxabanum
201157;8640;Rivaroxabanum
201158;8640;Rivaroxabanum
201159;8640;Rivaroxabanum
201160;8640;Rivaroxabanum
201161;8640;Rivaroxabanum
201162;8640;Rivaroxabanum
201163;8640;Rivaroxabanum
201164;8640;Rivaroxabanum
201165;8640;Rivaroxabanum
201166;8640;Rivaroxabanum
201199;579;Azelastini hydrochloridum
201199;2050;Fluticasoni propionas
201200;579;Azelastini hydrochloridum
201200;2050;Fluticasoni propionas
201201;6705;Bupropioni hydrochloridum
201202;6705;Bupropioni hydrochloridum
201203;6705;Bupropioni hydrochloridum
201204;6705;Bupropioni hydrochloridum
201212;9256;Fingolimodi hydrochloridum
201214;10844;Cariprazini hydrochloridum
201215;9927;Perampanelum
201216;12241;Tebentafusp
201217;9927;Perampanelum
201218;10223;Lurasidoni hydrochloridum
201219;10223;Lurasidoni hydrochloridum
201222;8757;Tacrolimusum monohydricum
201230;2093;Gabapentinum
201231;2093;Gabapentinum
201232;2093;Gabapentinum
201233;2093;Gabapentinum
201234;2093;Gabapentinum
201235;2093;Gabapentinum
201236;655;Benzylpenicillinum benzathinum
201236;2640;Lidocaini hydrochloridum
201237;8220;Lenalidomidum
201238;8220;Lenalidomidum
201239;8220;Lenalidomidum
201240;8220;Lenalidomidum
201241;8220;Lenalidomidum
201242;8220;Lenalidomidum
201243;8220;Lenalidomidum
201244;8220;Lenalidomidum
201245;8220;Lenalidomidum
201246;8220;Lenalidomidum
201247;8220;Lenalidomidum
201248;8220;Lenalidomidum
201249;8220;Lenalidomidum
201250;8220;Lenalidomidum
201251;8220;Lenalidomidum
201252;8220;Lenalidomidum
201253;8220;Lenalidomidum
201254;8220;Lenalidomidum
201255;8220;Lenalidomidum
201256;8220;Lenalidomidum
201257;8220;Lenalidomidum
201258;8220;Lenalidomidum
201259;8220;Lenalidomidum
201260;8220;Lenalidomidum
201261;8220;Lenalidomidum
201262;8220;Lenalidomidum
201263;8220;Lenalidomidum
201264;8220;Lenalidomidum
201265;8220;Lenalidomidum
201266;8220;Lenalidomidum
201267;8220;Lenalidomidum
201268;8220;Lenalidomidum
201269;8220;Lenalidomidum
201270;8220;Lenalidomidum
201271;8220;Lenalidomidum
201272;8220;Lenalidomidum
201273;8220;Lenalidomidum
201274;8220;Lenalidomidum
201275;8220;Lenalidomidum
201276;8220;Lenalidomidum
201277;8220;Lenalidomidum
201278;8220;Lenalidomidum
201279;8220;Lenalidomidum
201280;8220;Lenalidomidum
201281;8220;Lenalidomidum
201283;8067;Bevacizumabum
201284;8067;Bevacizumabum
201285;8762;Golimumabum
201286;8762;Golimumabum
201287;10844;Cariprazini hydrochloridum
201288;3584;Paracetamolum
201289;3584;Paracetamolum
201290;10223;Lurasidoni hydrochloridum
201291;8561;Etravirinum
201292;3584;Paracetamolum
201294;8328;Certolizumabum pegolum
